,carat,cut,color,clarity,depth,table,price,x,y,z,volume,surface_area
34898,0.31,Very Good,H,VVS1,63.3,56.0,907,4.32,4.3,2.73,50.71248,22.700000000000003
49755,0.31,Premium,G,VS2,61.2,58.0,544,4.32,4.37,2.66,50.21654400000001,22.700000000000003
29895,0.31,Ideal,D,VS2,62.7,57.0,734,4.3,4.34,2.71,50.57402,22.700000000000003
33979,0.31,Premium,E,VS2,62.7,58.0,872,4.33,4.31,2.71,50.574833,22.700000000000003
27465,0.31,Premium,F,SI1,62.7,58.0,663,4.33,4.31,2.71,50.574833,22.700000000000003
6671,0.31,Good,I,SI1,63.3,53.0,408,4.3,4.32,2.73,50.71248,22.700000000000003
49779,0.31,Very Good,E,SI1,62.7,58.0,544,4.31,4.33,2.71,50.574833,22.700000000000003
20964,0.31,Good,G,VS1,63.3,56.0,625,4.29,4.33,2.73,50.711661,22.700000000000003
36054,0.3,Ideal,E,VVS1,61.2,57.0,956,4.36,4.33,2.66,50.217608000000006,22.700000000000003
28080,0.31,Premium,E,VS2,62.7,58.0,680,4.31,4.33,2.71,50.574833,22.700000000000003
30734,0.31,Very Good,E,VVS1,61.2,61.0,763,4.33,4.36,2.66,50.217608000000006,22.700000000000003
32049,0.31,Premium,F,VS2,62.7,59.0,802,4.34,4.3,2.71,50.57402,22.700000000000003
32050,0.31,Ideal,F,VS2,62.7,57.0,802,4.34,4.3,2.71,50.57402,22.700000000000003
20963,0.31,Very Good,F,VS2,62.7,57.0,625,4.3,4.34,2.71,50.57402,22.700000000000003
29987,0.3,Ideal,E,VS1,60.6,56.0,735,4.35,4.36,2.64,50.070240000000005,22.700000000000003
36056,0.3,Premium,E,VVS1,60.0,60.0,956,4.38,4.35,2.62,49.918859999999995,22.700000000000003
3713,0.3,Ideal,F,VS2,61.1,55.0,569,4.37,4.32,2.66,50.21654400000001,22.700000000000003
35742,0.31,Premium,D,VS2,61.2,59.0,942,4.37,4.32,2.66,50.21654400000001,22.700000000000003
31928,0.3,Ideal,F,VVS1,61.2,55.0,802,4.33,4.36,2.66,50.217608000000006,22.700000000000003
44196,0.31,Very Good,I,SI1,63.3,53.0,523,4.32,4.3,2.73,50.71248,22.700000000000003
30758,0.3,Ideal,G,VVS1,62.7,54.0,764,4.3,4.34,2.71,50.57402,22.700000000000003
37518,0.31,Very Good,J,VS2,62.7,58.0,380,4.3,4.34,2.71,50.57402,22.700000000000003
20653,0.31,Premium,F,VS2,62.7,59.0,625,4.3,4.34,2.71,50.57402,22.700000000000003
35757,0.31,Ideal,D,VS2,62.7,57.0,942,4.34,4.3,2.71,50.57402,22.700000000000003
44190,0.31,Ideal,I,SI1,62.7,56.0,523,4.34,4.3,2.71,50.57402,22.700000000000003
43197,0.3,Good,F,SI2,63.3,55.0,394,4.29,4.33,2.73,50.711661,22.700000000000003
31931,0.3,Ideal,F,VVS1,58.0,60.0,802,4.34,4.37,2.64,50.06971200000001,22.700000000000003
29070,0.31,Ideal,G,VVS2,62.7,57.0,707,4.31,4.33,2.71,50.574833,22.700000000000003
29064,0.31,Good,H,VVS1,63.3,56.0,707,4.3,4.32,2.73,50.71248,22.700000000000003
3357,0.31,Ideal,I,SI1,62.7,56.0,408,4.3,4.34,2.71,50.57402,22.700000000000003
37566,0.31,Premium,J,VS2,62.7,58.0,488,4.34,4.3,2.71,50.57402,22.700000000000003
45177,0.3,Ideal,H,VS1,62.1,54.0,526,4.32,4.35,2.69,50.55047999999999,22.72
29314,0.31,Very Good,H,SI1,62.4,60.0,446,4.32,4.34,2.7,50.62176,22.72
29855,0.31,Ideal,D,SI1,62.4,56.0,732,4.35,4.31,2.7,50.62094999999999,22.72
35706,0.31,Ideal,D,VS2,61.8,56.0,942,4.36,4.32,2.68,50.47833600000001,22.72
33971,0.31,Ideal,E,VS2,61.8,55.0,872,4.35,4.33,2.68,50.47914,22.72
36845,0.31,Ideal,G,IF,62.7,57.0,988,4.34,4.31,2.71,50.69163399999999,22.72
33976,0.31,Ideal,E,VS2,62.4,54.0,872,4.35,4.31,2.7,50.62094999999999,22.72
27655,0.3,Ideal,I,SI2,62.4,54.0,367,4.32,4.34,2.7,50.62176,22.72
33902,0.31,Ideal,F,VS1,62.1,56.0,872,4.35,4.32,2.69,50.55047999999999,22.72
28119,0.31,Ideal,E,VS2,62.4,54.0,680,4.31,4.35,2.7,50.62094999999999,22.72
33735,0.3,Ideal,G,IF,62.1,55.0,863,4.32,4.35,2.69,50.55047999999999,22.72
35749,0.31,Ideal,D,VS2,62.1,55.0,942,4.35,4.32,2.69,50.55047999999999,22.72
3347,0.3,Ideal,I,VS2,62.4,55.0,407,4.32,4.34,2.7,50.62176,22.72
33949,0.31,Premium,E,VS2,60.0,59.0,872,4.39,4.35,2.62,50.03282999999999,22.72
45825,0.3,Premium,E,SI1,60.0,60.0,526,4.36,4.38,2.62,50.03361600000001,22.72
33275,0.3,Ideal,H,SI1,61.7,56.0,465,4.33,4.35,2.68,50.47914,22.72
28099,0.31,Premium,E,VS2,60.0,59.0,680,4.35,4.39,2.62,50.03282999999999,22.72
28581,0.31,Ideal,G,VS1,62.7,57.0,695,4.34,4.31,2.71,50.69163399999999,22.72
28580,0.31,Premium,G,VS1,62.1,58.0,695,4.36,4.31,2.69,50.549403999999996,22.72
28100,0.31,Ideal,E,VS2,61.8,55.0,680,4.33,4.35,2.68,50.47914,22.72
28530,0.3,Ideal,F,VVS2,61.8,55.0,694,4.33,4.35,2.68,50.47914,22.72
31970,0.31,Premium,H,VVS2,60.6,60.0,802,4.38,4.34,2.64,50.184288,22.72
43099,0.3,Ideal,D,SI1,62.4,54.0,508,4.32,4.34,2.7,50.62176,22.72
20329,0.31,Premium,H,VVS2,62.4,59.0,625,4.31,4.35,2.7,50.62094999999999,22.72
31975,0.31,Ideal,H,VVS2,61.1,56.0,802,4.37,4.33,2.66,50.332786000000006,22.72
27189,0.3,Ideal,H,VVS1,61.1,56.0,650,4.33,4.37,2.66,50.332786000000006,22.72
29859,0.31,Ideal,D,SI1,61.8,57.0,732,4.36,4.32,2.68,50.47833600000001,22.72
44199,0.31,Very Good,G,SI2,63.3,54.0,523,4.34,4.29,2.73,50.828778,22.72
50089,0.31,Very Good,H,VS1,61.8,61.0,544,4.32,4.36,2.68,50.47833600000001,22.72
35526,0.3,Ideal,D,VVS1,61.8,55.0,933,4.33,4.35,2.68,50.47914,22.72
20306,0.31,Premium,G,VS1,62.1,58.0,625,4.31,4.36,2.69,50.549403999999996,22.72
32592,0.3,Ideal,E,VVS1,62.4,55.0,826,4.32,4.34,2.7,50.62176,22.72
34388,0.3,Ideal,F,IF,62.1,54.0,886,4.32,4.35,2.69,50.55047999999999,22.72
29275,0.31,Ideal,D,VS1,61.1,56.0,713,4.33,4.37,2.66,50.332786000000006,22.72
34942,0.31,Ideal,G,VVS2,62.1,56.0,907,4.35,4.32,2.69,50.55047999999999,22.72
38063,0.31,Premium,G,VVS1,62.1,59.0,1046,4.35,4.32,2.69,50.55047999999999,22.72
29220,0.3,Ideal,D,VS2,61.8,55.0,710,4.32,4.36,2.68,50.47833600000001,22.72
34941,0.31,Premium,G,VVS2,61.8,58.0,907,4.36,4.32,2.68,50.47833600000001,22.72
18981,0.3,Ideal,F,VS1,61.8,53.0,621,4.32,4.36,2.68,50.47833600000001,22.72
34939,0.31,Ideal,G,VVS2,62.4,56.0,907,4.35,4.31,2.7,50.62094999999999,22.72
32008,0.31,Premium,G,VS1,62.1,58.0,802,4.36,4.31,2.69,50.549403999999996,22.72
34114,0.31,Ideal,D,VS1,62.1,57.0,877,4.35,4.32,2.69,50.55047999999999,22.72
34938,0.31,Ideal,G,VVS2,62.7,57.0,907,4.34,4.31,2.71,50.69163399999999,22.72
18977,0.3,Ideal,E,VS2,62.1,55.0,621,4.32,4.35,2.69,50.55047999999999,22.72
34133,0.3,Very Good,H,VVS1,63.3,55.0,878,4.34,4.29,2.73,50.828778,22.72
31927,0.3,Ideal,F,VVS1,62.4,54.0,802,4.31,4.35,2.7,50.62094999999999,22.72
32334,0.3,Ideal,G,IF,61.8,55.0,813,4.33,4.35,2.68,50.47914,22.72
34130,0.3,Premium,H,VVS1,61.8,58.0,878,4.36,4.32,2.68,50.47833600000001,22.72
31663,0.3,Ideal,E,VVS2,61.8,56.0,789,4.33,4.35,2.68,50.47914,22.72
32061,0.31,Good,F,VS2,63.9,56.0,802,4.32,4.29,2.75,50.9652,22.72
13998,0.31,Very Good,F,VS2,61.1,58.1,605,4.33,4.37,2.66,50.332786000000006,22.72
33998,0.3,Ideal,F,IF,59.4,60.0,873,4.37,4.39,2.6,49.879180000000005,22.72
4049,0.31,Ideal,D,SI1,61.8,57.0,571,4.32,4.36,2.68,50.47833600000001,22.72
28321,0.31,Premium,H,SI1,62.7,58.0,435,4.31,4.34,2.71,50.69163399999999,22.72
28176,0.31,Ideal,D,VS1,62.1,57.0,683,4.32,4.35,2.69,50.55047999999999,22.72
35751,0.31,Ideal,D,VS2,62.7,55.0,942,4.34,4.31,2.71,50.69163399999999,22.72
50102,0.31,Ideal,G,VS2,62.7,57.0,544,4.31,4.34,2.71,50.69163399999999,22.72
50103,0.31,Ideal,H,VS1,62.1,54.0,544,4.3,4.37,2.69,50.54779,22.72
33733,0.3,Ideal,G,IF,61.8,55.0,863,4.32,4.36,2.68,50.47833600000001,22.72
28249,0.3,Premium,H,VVS1,61.8,58.0,684,4.32,4.36,2.68,50.47833600000001,22.72
10680,0.31,Premium,D,SI2,62.7,59.0,593,4.35,4.3,2.71,50.690549999999995,22.72
28260,0.3,Good,H,VVS1,63.3,55.0,684,4.29,4.34,2.73,50.828778,22.72
34402,0.3,Ideal,F,IF,62.1,55.0,886,4.32,4.35,2.69,50.55047999999999,22.72
40176,0.3,Ideal,E,SI1,62.1,56.0,499,4.31,4.36,2.69,50.549403999999996,22.72
36185,0.31,Premium,F,VVS1,61.8,59.0,959,4.35,4.33,2.68,50.47914,22.72
27513,0.3,Ideal,G,VVS2,62.4,55.0,665,4.32,4.34,2.7,50.62176,22.72
33722,0.3,Ideal,G,IF,62.4,55.0,863,4.32,4.34,2.7,50.62176,22.72
33721,0.3,Ideal,G,IF,62.1,55.0,863,4.32,4.35,2.69,50.55047999999999,22.72
27521,0.3,Ideal,G,VVS2,62.1,55.0,665,4.32,4.35,2.69,50.55047999999999,22.72
9681,0.3,Ideal,H,VVS2,62.1,54.0,590,4.32,4.35,2.69,50.55047999999999,22.72
10686,0.31,Good,D,SI2,63.9,57.0,593,4.33,4.28,2.75,50.96410000000001,22.72
28323,0.31,Very Good,H,SI1,62.4,57.0,435,4.31,4.35,2.7,50.62094999999999,22.72
42800,0.31,Ideal,H,VS2,61.8,57.0,507,4.32,4.36,2.68,50.47833600000001,22.72
29982,0.31,Ideal,D,VS2,62.7,55.0,734,4.31,4.34,2.71,50.69163399999999,22.72
45828,0.3,Very Good,E,SI1,60.6,56.0,526,4.35,4.37,2.64,50.18508,22.72
34577,0.3,Premium,J,VS2,60.6,59.0,473,4.38,4.34,2.64,50.184288,22.72
28017,0.3,Premium,E,SI1,60.0,60.0,675,4.38,4.36,2.62,50.03361600000001,22.72
29052,0.31,Ideal,G,VVS2,62.1,56.0,707,4.32,4.35,2.69,50.55047999999999,22.72
30945,0.3,Premium,J,VS2,60.6,59.0,368,4.34,4.38,2.64,50.184288,22.72
29062,0.31,Ideal,G,VVS2,62.4,56.0,707,4.31,4.35,2.7,50.62094999999999,22.72
28689,0.31,Ideal,H,VS1,62.1,54.0,698,4.37,4.3,2.69,50.54779,22.72
17650,0.31,Premium,H,VVS1,61.8,59.0,612,4.32,4.36,2.68,50.47833600000001,22.72
27162,0.3,Good,G,VS2,58.5,64.0,648,4.42,4.37,2.57,49.640578,22.72
1053,0.31,Premium,H,SI1,62.4,57.0,558,4.35,4.31,2.7,50.62094999999999,22.72
35274,0.31,Ideal,F,VVS1,62.4,55.0,921,4.32,4.34,2.7,50.62176,22.72
36791,0.31,Ideal,F,VVS1,62.4,55.0,985,4.34,4.32,2.7,50.62176,22.72
3385,0.3,Ideal,F,VS2,60.3,57.0,568,4.34,4.39,2.63,50.108337999999996,22.72
32476,0.31,Very Good,G,VVS1,62.1,59.0,816,4.32,4.35,2.69,50.55047999999999,22.72
28066,0.3,Very Good,G,VVS1,61.1,57.0,680,4.33,4.37,2.66,50.332786000000006,22.72
31983,0.31,Premium,H,VVS2,62.4,59.0,802,4.35,4.31,2.7,50.62094999999999,22.72
29065,0.31,Ideal,G,VVS2,62.7,57.0,707,4.31,4.34,2.71,50.69163399999999,22.72
28684,0.31,Premium,H,VS1,61.8,61.0,698,4.36,4.32,2.68,50.47833600000001,22.72
33886,0.31,Ideal,G,IF,61.9,56.0,871,4.33,4.35,2.68,50.47914,22.72
27971,0.3,Premium,E,SI1,60.6,56.0,675,4.37,4.35,2.64,50.18508,22.72
30951,0.31,Ideal,I,SI2,62.0,54.1,372,4.32,4.35,2.69,50.55047999999999,22.72
20001,0.31,Ideal,H,VVS2,61.1,56.0,625,4.33,4.37,2.66,50.332786000000006,22.72
29043,0.31,Premium,G,VVS2,61.8,58.0,707,4.32,4.36,2.68,50.47833600000001,22.72
37062,0.3,Ideal,D,VVS1,61.1,57.0,1000,4.34,4.36,2.66,50.333584,22.72
37888,0.31,Ideal,H,VS2,62.1,55.0,489,4.32,4.35,2.69,50.55047999999999,22.72
33272,0.31,Ideal,H,SI1,62.4,55.0,464,4.31,4.35,2.7,50.62094999999999,22.72
35338,0.31,Ideal,G,IF,62.7,57.0,924,4.31,4.34,2.71,50.69163399999999,22.72
29943,0.31,Ideal,D,VS2,62.1,55.0,734,4.32,4.35,2.69,50.55047999999999,22.72
32380,0.3,Ideal,F,VVS1,62.1,54.0,814,4.32,4.35,2.69,50.55047999999999,22.72
1039,0.31,Premium,H,SI1,62.7,58.0,558,4.34,4.31,2.71,50.69163399999999,22.72
27320,0.31,Good,G,SI1,63.3,57.0,431,4.3,4.33,2.73,50.82987,22.72
27893,0.31,Very Good,F,VS1,62.0,56.0,675,4.32,4.35,2.69,50.55047999999999,22.72
44,0.31,Very Good,G,SI1,63.3,57.0,553,4.33,4.3,2.73,50.82987,22.72
31471,0.31,Premium,H,VVS1,61.8,59.0,786,4.36,4.32,2.68,50.47833600000001,22.72
27925,0.3,Ideal,H,VS1,62.1,54.0,675,4.35,4.32,2.69,50.55047999999999,22.72
29918,0.31,Ideal,D,VS2,61.8,56.0,734,4.32,4.36,2.68,50.47833600000001,22.72
28715,0.31,Ideal,G,VS2,62.7,57.0,698,4.34,4.31,2.71,50.69163399999999,22.72
49750,0.3,Ideal,E,SI2,62.1,54.0,401,4.32,4.35,2.69,50.55047999999999,22.72
31816,0.3,Ideal,F,VS1,61.8,55.0,795,4.32,4.36,2.68,50.47833600000001,22.72
20959,0.31,Good,F,VS2,63.9,56.0,625,4.29,4.32,2.75,50.9652,22.72
49422,0.31,Ideal,G,VS1,62.7,57.0,542,4.31,4.34,2.71,50.69163399999999,22.72
4380,0.31,Ideal,D,SI1,62.4,56.0,571,4.31,4.35,2.7,50.62094999999999,22.72
51081,0.3,Ideal,H,VS1,62.4,55.0,545,4.32,4.34,2.7,50.62176,22.72
28658,0.3,Ideal,I,VS2,62.1,54.0,438,4.32,4.35,2.69,50.55047999999999,22.72
27349,0.3,Ideal,E,VS2,62.1,55.0,658,4.32,4.35,2.69,50.55047999999999,22.72
27340,0.3,Ideal,E,VS2,61.8,55.0,658,4.33,4.35,2.68,50.47914,22.72
20331,0.31,Premium,H,VVS2,60.6,60.0,625,4.34,4.38,2.64,50.184288,22.72
38517,0.3,Ideal,D,VVS1,61.1,57.0,1069,4.36,4.34,2.66,50.333584,22.72
20980,0.31,Very Good,G,VS1,62.4,59.0,625,4.32,4.34,2.7,50.62176,22.72
37350,0.3,Ideal,E,VVS2,61.8,56.0,1013,4.35,4.33,2.68,50.47914,22.72
6674,0.31,Good,G,SI2,63.3,54.0,408,4.29,4.34,2.73,50.828778,22.72
22286,0.31,Ideal,H,VS2,62.1,55.0,628,4.35,4.32,2.69,50.55047999999999,22.72
30141,0.3,Ideal,E,VVS2,62.1,54.0,742,4.32,4.35,2.69,50.55047999999999,22.72
43137,0.3,Good,G,VS2,58.5,64.0,515,4.42,4.37,2.57,49.640578,22.72
35006,0.3,Ideal,D,VS2,61.8,55.0,911,4.36,4.32,2.68,50.47833600000001,22.72
32938,0.31,Good,D,SI2,63.9,57.0,462,4.28,4.33,2.75,50.96410000000001,22.72
5027,0.31,Premium,H,SI1,62.4,60.0,573,4.34,4.32,2.7,50.62176,22.72
29708,0.31,Ideal,F,VS1,61.1,57.0,729,4.34,4.36,2.66,50.333584,22.72
33574,0.3,Ideal,F,VVS1,61.7,56.0,857,4.33,4.35,2.68,50.47914,22.72
43136,0.31,Ideal,F,SI1,62.0,55.2,515,4.32,4.35,2.69,50.55047999999999,22.72
30756,0.3,Ideal,G,VVS1,61.8,56.0,764,4.32,4.36,2.68,50.47833600000001,22.72
33191,0.3,Ideal,E,VS2,61.8,55.0,844,4.35,4.33,2.68,50.47914,22.72
33190,0.3,Ideal,E,VS2,62.1,55.0,844,4.35,4.32,2.69,50.55047999999999,22.72
28094,0.31,Ideal,F,VS1,62.1,56.0,680,4.32,4.35,2.69,50.55047999999999,22.72
32617,0.31,Very Good,D,SI2,62.7,59.0,462,4.3,4.35,2.71,50.690549999999995,22.72
34613,0.31,Very Good,F,VVS1,61.8,59.0,897,4.33,4.35,2.68,50.47914,22.72
49421,0.31,Premium,G,VS1,62.1,58.0,542,4.31,4.36,2.69,50.549403999999996,22.72
32003,0.31,Premium,G,VS1,62.4,59.0,802,4.34,4.32,2.7,50.62176,22.72
30747,0.3,Ideal,G,VVS1,61.8,57.0,764,4.32,4.36,2.68,50.47833600000001,22.72
44511,0.3,Very Good,F,VS2,58.8,60.0,524,4.37,4.41,2.58,49.72098600000001,22.720000000000002
27876,0.3,Premium,F,VS2,58.8,60.0,673,4.41,4.37,2.58,49.72098600000001,22.720000000000002
27875,0.3,Premium,F,VS2,61.4,55.0,673,4.37,4.32,2.67,50.405328000000004,22.720000000000002
31977,0.31,Premium,H,VVS2,61.4,58.0,802,4.37,4.32,2.67,50.405328000000004,22.720000000000002
28333,0.31,Premium,I,VS2,60.8,58.0,435,4.34,4.37,2.65,50.259370000000004,22.720000000000002
35949,0.3,Ideal,E,VVS2,61.4,55.0,949,4.33,4.36,2.67,50.406396,22.720000000000002
29507,0.3,Ideal,E,SI1,61.4,56.0,720,4.36,4.33,2.67,50.406396,22.720000000000002
22616,0.3,Ideal,G,VS2,60.8,57.0,630,4.38,4.33,2.65,50.258309999999994,22.720000000000002
32463,0.31,Premium,E,VVS2,61.4,58.0,816,4.33,4.36,2.67,50.406396,22.720000000000002
32620,0.31,Very Good,G,SI1,63.0,58.0,462,4.3,4.34,2.72,50.76064,22.720000000000002
35001,0.3,Ideal,D,VS2,60.8,57.0,911,4.38,4.33,2.65,50.258309999999994,22.720000000000002
15004,0.3,Very Good,H,VVS2,60.8,58.0,605,4.34,4.37,2.65,50.259370000000004,22.720000000000002
32624,0.31,Good,G,SI1,63.6,57.0,462,4.29,4.33,2.74,50.89741800000001,22.720000000000002
10358,0.31,Premium,G,SI1,63.0,58.0,593,4.34,4.3,2.72,50.76064,22.720000000000002
29948,0.31,Ideal,E,VS1,61.4,57.0,734,4.32,4.37,2.67,50.405328000000004,22.720000000000002
29847,0.31,Premium,D,SI1,61.4,58.0,732,4.36,4.33,2.67,50.406396,22.720000000000002
32927,0.31,Very Good,G,SI1,63.0,56.0,462,4.3,4.34,2.72,50.76064,22.720000000000002
44523,0.3,Very Good,F,VS2,61.4,55.0,524,4.32,4.37,2.67,50.405328000000004,22.720000000000002
33169,0.3,Ideal,G,IF,61.0,56.0,844,4.34,4.37,2.65,50.259370000000004,22.720000000000002
31626,0.3,Ideal,H,VS2,61.4,57.0,454,4.33,4.36,2.67,50.406396,22.720000000000002
18975,0.3,Ideal,E,VS2,61.4,56.0,621,4.33,4.36,2.67,50.406396,22.720000000000002
35700,0.31,Ideal,E,VS1,61.4,57.0,942,4.37,4.32,2.67,50.405328000000004,22.720000000000002
20311,0.31,Very Good,H,VVS2,61.4,58.0,625,4.32,4.37,2.67,50.405328000000004,22.720000000000002
38028,0.31,Premium,E,VVS2,61.4,58.0,1046,4.36,4.33,2.67,50.406396,22.720000000000002
19996,0.31,Premium,F,VS2,60.8,60.0,625,4.34,4.37,2.65,50.259370000000004,22.720000000000002
31196,0.3,Premium,H,VVS2,60.8,58.0,776,4.37,4.34,2.65,50.259370000000004,22.720000000000002
33289,0.31,Good,F,VVS2,63.6,55.0,846,4.33,4.29,2.74,50.89741800000001,22.720000000000002
50748,0.31,Very Good,H,VS1,61.4,61.0,544,4.33,4.36,2.67,50.406396,22.720000000000002
38871,0.3,Ideal,G,VS2,60.8,57.0,491,4.33,4.38,2.65,50.258309999999994,22.720000000000002
10366,0.31,Good,G,SI1,63.6,57.0,593,4.33,4.29,2.74,50.89741800000001,22.720000000000002
27437,0.31,Good,F,VVS2,63.6,55.0,660,4.29,4.33,2.74,50.89741800000001,22.720000000000002
10010,0.3,Ideal,H,VVS2,60.8,58.0,590,4.33,4.38,2.65,50.258309999999994,22.720000000000002
34508,0.3,Ideal,F,IF,60.8,56.0,892,4.35,4.36,2.65,50.2599,22.720000000000002
21292,0.3,Ideal,H,VS2,61.4,56.0,626,4.33,4.36,2.67,50.406396,22.720000000000002
1034,0.31,Premium,I,VS2,60.8,58.0,558,4.37,4.34,2.65,50.259370000000004,22.720000000000002
4041,0.31,Premium,D,SI1,61.4,58.0,571,4.33,4.36,2.67,50.406396,22.720000000000002
29213,0.3,Ideal,D,VS2,60.8,57.0,710,4.33,4.38,2.65,50.258309999999994,22.720000000000002
32033,0.31,Premium,F,VS2,60.8,60.0,802,4.37,4.34,2.65,50.259370000000004,22.720000000000002
28678,0.31,Premium,H,VS1,61.4,61.0,698,4.36,4.33,2.67,50.406396,22.720000000000002
10367,0.31,Ideal,G,SI1,63.0,56.0,593,4.34,4.3,2.72,50.76064,22.720000000000002
32339,0.3,Very Good,E,VVS2,60.7,55.0,814,4.35,4.36,2.65,50.2599,22.720000000000002
36094,0.3,Premium,G,IF,60.2,58.0,956,4.39,4.35,2.63,50.22379499999999,22.739999999999995
34565,0.3,Premium,G,IF,60.2,58.0,895,4.35,4.39,2.63,50.22379499999999,22.739999999999995
32610,0.31,Very Good,D,SI2,62.9,54.0,462,4.3,4.35,2.72,50.8776,22.74
33759,0.31,Ideal,E,VVS2,62.0,54.0,864,4.33,4.35,2.69,50.667494999999995,22.74
27395,0.3,Ideal,F,VS1,61.4,56.0,658,4.33,4.37,2.67,50.522007,22.74
28704,0.31,Ideal,G,VS2,61.4,56.0,698,4.36,4.34,2.67,50.522808,22.74
27418,0.29,Very Good,G,VS1,58.1,59.0,660,4.39,4.42,2.56,49.67372799999999,22.74
48765,0.32,Very Good,I,SI1,63.5,57.0,540,4.33,4.3,2.74,51.01606,22.74
34541,0.3,Ideal,E,VVS1,61.4,56.0,895,4.33,4.37,2.67,50.522007,22.74
36063,0.3,Ideal,E,VVS1,61.4,56.0,956,4.37,4.33,2.67,50.522007,22.74
20652,0.31,Premium,F,VS2,62.0,58.0,625,4.31,4.37,2.69,50.66534299999999,22.74
45064,0.32,Fair,F,VS2,59.6,60.0,1715,4.42,4.34,2.61,50.067108,22.74
35494,0.31,Ideal,G,VVS2,62.0,56.0,931,4.35,4.33,2.69,50.667494999999995,22.74
25150,0.3,Good,F,SI1,57.2,62.0,641,4.45,4.39,2.53,49.424814999999995,22.74
4366,0.31,Very Good,D,SI1,62.9,56.0,571,4.31,4.34,2.72,50.878688,22.74
28710,0.31,Ideal,G,VS2,61.4,57.0,698,4.37,4.33,2.67,50.522007,22.74
27926,0.3,Ideal,H,VS1,61.4,54.0,675,4.37,4.33,2.67,50.522007,22.74
33953,0.31,Premium,E,VS2,60.8,58.0,872,4.37,4.35,2.65,50.375175,22.74
38229,0.3,Ideal,E,VVS2,61.4,55.0,1053,4.34,4.36,2.67,50.522808,22.74
19985,0.31,Very Good,G,VS1,62.9,58.0,625,4.3,4.35,2.72,50.8776,22.74
32934,0.31,Ideal,D,SI2,62.0,56.0,462,4.33,4.35,2.69,50.667494999999995,22.74
35743,0.31,Ideal,D,VS2,62.0,55.0,942,4.35,4.33,2.69,50.667494999999995,22.74
28109,0.31,Very Good,E,VS2,62.9,57.0,680,4.3,4.35,2.72,50.8776,22.74
29985,0.3,Ideal,G,VVS1,60.9,56.8,735,4.34,4.38,2.65,50.374379999999995,22.74
33937,0.31,Ideal,E,VS2,62.9,57.0,872,4.35,4.3,2.72,50.8776,22.74
8034,0.31,Good,F,VS2,63.5,55.0,583,4.31,4.32,2.74,51.016608000000005,22.74
34997,0.3,Ideal,D,VS2,62.0,56.0,911,4.35,4.33,2.69,50.667494999999995,22.74
29896,0.31,Ideal,D,VS2,62.0,55.0,734,4.33,4.35,2.69,50.667494999999995,22.74
37379,0.3,Ideal,H,IF,60.8,56.0,1013,4.37,4.35,2.65,50.375175,22.74
36585,0.31,Ideal,F,IF,62.0,56.0,979,4.32,4.36,2.69,50.66668800000001,22.74
49774,0.31,Ideal,G,VS2,61.4,56.0,544,4.34,4.36,2.67,50.522808,22.74
32454,0.31,Good,G,VVS1,63.5,57.0,816,4.3,4.33,2.74,51.01606,22.74
29888,0.31,Very Good,D,VS2,62.9,55.0,734,4.31,4.34,2.72,50.878688,22.74
34563,0.3,Ideal,G,IF,61.4,57.0,895,4.33,4.37,2.67,50.522007,22.74
50772,0.3,Ideal,G,VS2,62.0,54.0,545,4.33,4.35,2.69,50.667494999999995,22.74
28680,0.31,Premium,H,VS1,62.9,58.0,698,4.34,4.31,2.72,50.878688,22.74
33576,0.3,Ideal,H,SI1,60.7,56.0,465,4.35,4.37,2.65,50.375175,22.74
36093,0.3,Ideal,G,IF,61.4,57.0,956,4.37,4.33,2.67,50.522007,22.74
35950,0.3,Ideal,E,VVS2,61.4,56.0,949,4.33,4.37,2.67,50.522007,22.74
37933,0.3,Ideal,D,VVS2,61.4,55.0,1041,4.34,4.36,2.67,50.522808,22.74
44513,0.3,Ideal,G,VS1,61.4,55.0,524,4.32,4.38,2.67,50.520672000000005,22.74
16670,0.3,Very Good,D,VS2,62.9,55.0,610,4.31,4.34,2.72,50.878688,22.74
29674,0.31,Ideal,G,VVS2,62.0,56.0,726,4.33,4.35,2.69,50.667494999999995,22.74
35947,0.3,Ideal,E,VVS2,60.8,56.0,949,4.35,4.37,2.65,50.375175,22.74
37938,0.3,Ideal,F,VVS1,61.4,56.0,1041,4.33,4.37,2.67,50.522007,22.74
39508,0.3,Ideal,E,VVS2,61.4,55.0,1125,4.36,4.34,2.67,50.522808,22.74
43153,0.31,Very Good,F,SI1,62.9,57.0,516,4.31,4.34,2.72,50.878688,22.74
33579,0.31,Very Good,J,SI1,63.5,55.0,465,4.33,4.3,2.74,51.01606,22.74
43154,0.31,Good,F,SI1,63.5,56.0,516,4.3,4.33,2.74,51.01606,22.74
32491,0.31,Very Good,E,VVS2,61.4,60.0,816,4.34,4.36,2.67,50.522808,22.74
45518,0.3,Ideal,H,VS1,61.4,54.0,526,4.33,4.37,2.67,50.522007,22.74
30785,0.3,Ideal,H,IF,62.0,55.0,764,4.33,4.35,2.69,50.667494999999995,22.74
33176,0.3,Ideal,F,VS1,61.4,56.0,844,4.37,4.33,2.67,50.522007,22.74
28716,0.31,Ideal,G,VS2,62.9,57.0,698,4.34,4.31,2.72,50.878688,22.74
27469,0.31,Ideal,F,SI1,62.9,57.0,663,4.34,4.31,2.72,50.878688,22.74
